OBJECTID_1,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,OBJECTID,WEB_URL,NAME,NBH_NAMES,SHAPE_Leng,Census_Tract_GEOID,Census_Tract_NAMELSAD,Census_Tract_ALAND,Census_Tract_AWATER,Census_Tract_INTPTLAT,Census_Tract_INTPTLON,Census_Tract_N_Cluster,Census_Tract_N_Name,GEOID,Total_15,P_Bach_15,Total_09,P_Bach_09,D_Total,Bach_15,Bach_09,D_Bach,C_Bach,C_P_Bach,Total_white_15,P_Bach_white_15,Total_white_09,P_Bach_white_09,D_Total_white,Bach_white_15,Bach_white_09,D_Bach_white,C_Bach_white,C_P_Bach_white,Total_black_15,P_Bach_black_15,Total_black_09,P_Bach_black_09,D_Total_black,Bach_black_15,Bach_black_09,D_Bach_black,C_Bach_black,C_P_Bach_black,Total_asian_15,P_Bach_asian_15,Total_asian_09,P_Bach_asian_09,D_Total_asian,Bach_asian_15,Bach_asian_09,D_Bach_asian,C_Bach_asian,C_P_Bach_asian,MHI_ALL_15,MHI_ALL_09,D_Income,C_Income,ORIG_FID,Census_Tract_GEOID_1,Census_Tract_NAMELSAD_1,Census_Tract_ALAND_1,Census_Tract_AWATER_1,Census_Tract_INTPTLAT_1,Census_Tract_INTPTLON_1,Census_Tract_N_Cluster_1,Census_Tract_N_Name_1,Total_hisp_15,P_Bach_hisp_15,Total_hisp_09,P_Bach_hisp_09,D_Total_hisp,Bach_hisp_15,Bach_hisp_09,D_Bach_hisp,C_Bach_hisp,C_P_Bach_hisp,Shape_Length,Shape_Area
30,5,29,5,30,30,http://planning.dc.gov/,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",11784.548754505193000,11001007601,Census Tract 76.01,1107288.000000000000000,141529.000000000000000,+38.8716327,-76.9798185,34,"Twining, Fairlawn, Fort Davis Park, Dupont Park",11001007601,11951.000000000000000,22.090201656765124,11635.000000000000000,19.489669101847873,316.000000000000000,2640.000000000000000,2267.623000000000000,372.376999999999950,17.475312101516600,13.851718816432136,433.000000000000000,72.748267898383361,483.000000000000000,32.585574058513480,-50.000000000000000,315.000000000000000,140.000000000000000,175.000000000000000,22.222222222222221,123.252988478123070,11065.000000000000000,19.340262087663803,11021.000000000000000,18.836766173668451,44.000000000000000,2140.000000000000000,2076.000000000000000,64.000000000000000,3.082851637764933,2.672942422034089,131.000000000000000,67.938931297709928,0.000000000000000,0.000000000000000,131.000000000000000,89.000000000000000,0.000000000000000,89.000000000000000,0.000000000000000,0.000000000000000,47633.400000000001000,45121.400000000001000,2512.000000000000000,5.567203145292478,104,11001007601,Census Tract 76.01,1107288.000000000000000,141529.000000000000000,+38.8716327,-76.9798185,34,"Twining, Fairlawn, Fort Davis Park, Dupont Park",180.000000000000000,26.111111111111114,123.000000000000000,59.349593495934961,57.000000000000000,47.000000000000000,73.000000000000000,-26.000000000000000,-35.616438356164380,-56.004566210045660,0.126974159564780,4925926.328089895700000
31,9,30,9,31,31,http://planning.dc.gov/,Cluster 25,"Union Station, Stanton Park, Kingman Park",10381.154204103543000,11001007901,Census Tract 79.01,401370.000000000000000,0.000000000000000,+38.8965597,-76.9804312,25,"NoMa, Union Station, Stanton Park, Kingman Park",11001007901,20377.000000000000000,68.940472100898077,14720.000000000000000,55.420686141304351,1067.000000000000000,14048.000000000000000,8157.925000000000200,2235.074999999999800,40.196064210807307,33.333038958967535,11746.000000000000000,92.056870423974118,6838.000000000000000,86.163842766081089,1929.000000000000000,10813.000000000000000,6199.000000000000000,4614.000000000000000,189.447236180904530,6.839327807014723,7079.000000000000000,28.210199180675239,7349.000000000000000,21.295414342087359,-270.000000000000000,1997.000000000000000,1565.000000000000000,432.000000000000000,27.603833865814696,32.470769187720343,846.000000000000000,79.432624113475185,185.000000000000000,90.270270270270274,661.000000000000000,672.000000000000000,167.000000000000000,505.000000000000000,302.395209580838350,-12.005775682677193,99965.666666666672000,76058.444444444438000,23907.222222222234000,31.432699415361888,118,11001007901,Census Tract 79.01,401370.000000000000000,0.000000000000000,+38.8965597,-76.9804312,25,"NoMa, Union Station, Stanton Park, Kingman Park",919.000000000000000,83.895538628944507,569.000000000000000,52.899824253075565,350.000000000000000,771.000000000000000,301.000000000000000,470.000000000000000,156.146179401993350,58.593227507871859,0.111783048581305,4149813.107134877200000
32,5,31,5,32,32,http://planning.dc.gov/,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",6217.668513265944100,11001003800,Census Tract 38,356113.000000000000000,0.000000000000000,+38.9216348,-77.0391794,1,"Kalorama Heights, Adams Morgan, Lanier Heights",11001003800,17129.000000000000000,85.130480471714634,14405.000000000000000,82.279534883720927,2724.000000000000000,14582.000000000000000,11852.367000000000000,2729.633000000000300,23.465026618104165,4.472684179036972,13582.000000000000000,90.170814313061413,10969.000000000000000,89.047333329777629,2613.000000000000000,12247.000000000000000,9790.000000000000000,2457.000000000000000,47.052089295935886,1.261667184488375,1483.000000000000000,53.405259608900877,1868.000000000000000,48.286937901498931,-385.000000000000000,792.000000000000000,902.000000000000000,-110.000000000000000,-12.195121951219512,10.599805930628420,1055.000000000000000,97.061611374407590,813.000000000000000,86.469864698646987,242.000000000000000,1024.000000000000000,703.000000000000000,321.000000000000000,45.661450924608822,12.249061233845477,100332.800000000000000,84931.399999999994000,15401.400000000009000,18.133929265265859,56,11001003800,Census Tract 38,356113.000000000000000,0.000000000000000,+38.9216348,-77.0391794,1,"Kalorama Heights, Adams Morgan, Lanier Heights",1879.000000000000000,58.541777541245345,1375.000000000000000,49.236363636363635,504.000000000000000,1100.000000000000000,677.000000000000000,423.000000000000000,62.481536189069416,18.899474326753843,0.064122039916148,1894375.666990873200000
33,9,32,9,33,33,http://planning.dc.gov/,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",13288.234637118157000,11001002302,Census Tract 23.02,2010229.000000000000000,5298.000000000000000,+38.9341270,-77.0095843,0,No Data,11001002302,16792.000000000000000,51.530490709861844,14563.000000000000000,33.467369360708645,2229.000000000000000,8653.000000000000000,4873.853000000000100,3779.147000000000400,93.524706349954940,68.952477421705623,5661.000000000000000,85.656244479773889,2531.000000000000000,65.667408228778569,3130.000000000000000,4849.000000000000000,1670.000000000000000,3179.000000000000000,194.339622641509440,30.439508410863802,9621.000000000000000,30.682881197380730,10963.000000000000000,25.558697436832983,-1342.000000000000000,2952.000000000000000,2802.000000000000000,150.000000000000000,5.353319057815846,20.048688996033174,423.000000000000000,87.470449172576835,185.000000000000000,67.027027027027032,238.000000000000000,370.000000000000000,124.000000000000000,246.000000000000000,198.387096774193540,30.500266910699303,68763.333333333328000,56189.000000000000000,12574.333333333328000,22.378638760848794,37,11001002302,Census Tract 23.02,2010229.000000000000000,5298.000000000000000,+38.9341270,-77.0095843,0,No Data,1187.000000000000000,48.609941027801177,651.000000000000000,30.875576036866359,536.000000000000000,577.000000000000000,201.000000000000000,376.000000000000000,187.064676616915420,57.438167209445602,0.134239982805578,6030978.030328973200000
34,11,33,11,34,34,http://planning.dc.gov/,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",9153.209167250517600,11001002701,Census Tract 27.01,452924.000000000000000,0.000000000000000,+38.9344503,-77.0416857,2,"Columbia Heights, Mt. Pleasant, Park View",11001002701,37441.000000000000000,55.476616543361558,30649.000000000000000,41.138451499233256,6792.000000000000000,20771.000000000000000,12608.524000000001000,8162.476000000000600,95.525706586053232,48.910329223698277,19224.000000000000000,78.074282147315856,12258.000000000000000,66.313273713966453,6966.000000000000000,15009.000000000000000,8521.000000000000000,6488.000000000000000,28.797289666854887,17.735526802792094,11860.000000000000000,26.779089376053960,12218.000000000000000,20.543460468161729,-358.000000000000000,3176.000000000000000,2510.000000000000000,666.000000000000000,26.533864541832671,30.353352189891343,1855.000000000000000,71.212938005390839,1308.000000000000000,65.749235474006113,547.000000000000000,1321.000000000000000,860.000000000000000,461.000000000000000,53.604651162790695,8.309910361687468,72787.818181818177000,49518.727272727272000,23269.090909090904000,46.990486611125995,42,11001002701,Census Tract 27.01,452924.000000000000000,0.000000000000000,+38.9344503,-77.0416857,2,"Columbia Heights, Mt. Pleasant, Park View",8535.000000000000000,24.874048037492678,7857.000000000000000,12.027491408934708,678.000000000000000,2123.000000000000000,945.000000000000000,1178.000000000000000,124.656084656084660,106.809942254581980,0.095848661991820,3400110.397790912500000
35,3,34,3,35,35,http://planning.dc.gov/,Cluster 22,"Brookland, Brentwood, Langdon",9641.417390509024700,11001009102,Census Tract 91.02,1835339.000000000000000,453.000000000000000,+38.9169631,-76.9908188,22,"Brookland, Brentwood, Langdon",11001009102,6429.000000000000000,37.859698242339398,6103.000000000000000,29.429051286252662,326.000000000000000,2434.000000000000000,1796.055000000000100,637.944999999999940,41.587094553149214,39.096213822041172,1360.000000000000000,87.647058823529406,1142.000000000000000,52.514579461054147,218.000000000000000,1192.000000000000000,762.000000000000000,430.000000000000000,472.093023255813990,66.900429791178667,4504.000000000000000,21.625222024866787,4806.000000000000000,20.224719101123593,-302.000000000000000,974.000000000000000,972.000000000000000,2.000000000000000,0.205761316872428,6.924708900730235,180.000000000000000,55.555555555555557,12.000000000000000,0.000000000000000,168.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,61738.666666666664000,58874.000000000000000,2864.666666666664200,4.865758512529579,136,11001009102,Census Tract 91.02,1835339.000000000000000,453.000000000000000,+38.9169631,-76.9908188,22,"Brookland, Brentwood, Langdon",378.000000000000000,33.597883597883602,309.000000000000000,40.453074433656958,69.000000000000000,127.000000000000000,125.000000000000000,2.000000000000000,1.600000000000000,-16.946031746031736,0.098763412782403,4813915.091887631500000
36,3,35,3,36,36,http://planning.dc.gov/,Cluster 24,"Woodridge, Fort Lincoln, Gateway",10481.011540139501000,11001009000,Census Tract 90,1430008.000000000000000,32262.000000000000000,+38.9244993,-76.9561695,24,"Woodridge, Fort Lincoln, Gateway",11001009000,9815.000000000000000,35.099337748344375,4990.000000000000000,33.711202404809619,864.000000000000000,3445.000000000000000,1682.189000000000100,424.810999999999920,31.758878042372608,11.436956130626729,1130.000000000000000,75.221238938053091,206.000000000000000,80.303030303030312,485.000000000000000,850.000000000000000,128.000000000000000,722.000000000000000,537.500000000000000,-6.328268492235783,8451.000000000000000,29.156312862383150,4639.000000000000000,31.386074585039879,3812.000000000000000,2464.000000000000000,1456.000000000000000,1008.000000000000000,69.230769230769226,-7.104302631459181,87.000000000000000,59.770114942528743,10.000000000000000,100.000000000000000,77.000000000000000,52.000000000000000,10.000000000000000,42.000000000000000,420.000000000000000,-40.229885057471257,62544.333333333336000,35787.666666666664000,26756.666666666672000,74.765049411808562,135,11001009000,Census Tract 90,1430008.000000000000000,32262.000000000000000,+38.9244993,-76.9561695,24,"Woodridge, Fort Lincoln, Gateway",363.000000000000000,66.942148760330582,93.000000000000000,38.709677419354840,270.000000000000000,243.000000000000000,36.000000000000000,207.000000000000000,575.000000000000000,72.933884297520663,0.111276706542985,3714822.859181329600000
37,3,36,3,37,37,http://planning.dc.gov/,Cluster 14,"Cathedral Heights, McLean Gardens, Glover Park",8637.973883147331400,11001000701,Census Tract 7.01,548945.000000000000000,0.000000000000000,+38.9295498,-77.0766614,14,"Cathedral Heights, McLean Gardens, Glover Park",11001000701,9341.000000000000000,82.207472433358305,8192.000000000000000,80.178906249999997,1149.000000000000000,7679.000000000000000,6568.255999999999400,1110.744000000000100,15.572074733087126,2.577998379495174,7525.000000000000000,85.076411960132887,6429.000000000000000,82.059112334372628,1096.000000000000000,6402.000000000000000,5306.000000000000000,1096.000000000000000,13.854089904200443,3.676983018613989,537.000000000000000,67.225325884543764,667.000000000000000,59.370314842578708,-130.000000000000000,361.000000000000000,396.000000000000000,-35.000000000000000,-8.838383838383839,13.230536275229024,818.000000000000000,59.535452322738394,639.000000000000000,88.888888888888886,179.000000000000000,487.000000000000000,568.000000000000000,-81.000000000000000,-14.260563380281690,-33.022616136919304,78472.000000000000000,72734.666666666672000,5737.333333333328500,7.888031383476006,9,11001000701,Census Tract 7.01,548945.000000000000000,0.000000000000000,+38.9295498,-77.0766614,14,"Cathedral Heights, McLean Gardens, Glover Park",497.000000000000000,91.146881287726359,668.000000000000000,61.227544910179645,-171.000000000000000,453.000000000000000,409.000000000000000,44.000000000000000,10.757946210268948,48.865811002936930,0.087468035315306,2942410.535715432400000
38,4,37,4,38,38,http://planning.dc.gov/,Cluster 15,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",10359.348737713270000,11001000400,Census Tract 4,1542760.000000000000000,69.000000000000000,+38.9227989,-77.0649214,15,"Cleveland Park, Woodley Park, Mass Ave Heights",11001000400,10323.000000000000000,87.455197132616490,10432.000000000000000,79.505042177914106,-109.000000000000000,9028.000000000000000,8293.966000000000300,734.034000000000110,7.988670780681302,5.378034278487403,8527.000000000000000,91.790782221179782,8718.000000000000000,86.102754688269570,-191.000000000000000,7827.000000000000000,7342.000000000000000,485.000000000000000,-11.349693251533742,6.606092399137998,798.000000000000000,67.669172932330824,761.000000000000000,25.886990801576871,37.000000000000000,540.000000000000000,197.000000000000000,343.000000000000000,174.111675126903550,161.402236555856630,573.000000000000000,77.486910994764401,591.000000000000000,74.280879864636205,-18.000000000000000,444.000000000000000,439.000000000000000,5.000000000000000,1.138952164009112,4.316092022564382,139743.750000000000000,118300.250000000000000,21443.500000000000000,18.126335320508620,5,11001000400,Census Tract 4,1542760.000000000000000,69.000000000000000,+38.9227989,-77.0649214,15,"Cleveland Park, Woodley Park, Mass Ave Heights",1195.000000000000000,69.958158995815893,686.000000000000000,53.790087463556844,509.000000000000000,836.000000000000000,369.000000000000000,467.000000000000000,126.558265582655820,30.057715639917909,0.106960308462780,3983622.913385010300000
39,10,38,10,39,39,http://planning.dc.gov/,Cluster 26,"Capitol Hill, Lincoln Park",9590.529402022795700,11001006500,Census Tract 65,504908.000000000000000,0.000000000000000,+38.8838476,-77.0033376,26,"Capitol Hill, Lincoln Park",11001006500,21582.000000000000000,70.401260309517184,19766.000000000000000,67.223069918041091,1816.000000000000000,15194.000000000000000,13287.312000000002000,1906.687999999999200,21.444962933308624,10.049543667217364,14168.000000000000000,91.191417278373805,12711.000000000000000,82.011521200859036,1457.000000000000000,12920.000000000000000,11279.000000000000000,1641.000000000000000,-15.029522275899087,11.193422513200028,6254.000000000000000,22.721458266709309,5674.000000000000000,17.976735988720481,580.000000000000000,1421.000000000000000,1020.000000000000000,401.000000000000000,39.313725490196077,26.393680593439811,520.000000000000000,84.807692307692307,641.000000000000000,75.663026521060843,-121.000000000000000,441.000000000000000,485.000000000000000,-44.000000000000000,-9.072164948453608,12.086042823156223,103123.800000000000000,84795.399999999994000,18328.400000000009000,21.614851749033566,82,11001006500,Census Tract 65,504908.000000000000000,0.000000000000000,+38.8838476,-77.0033376,26,"Capitol Hill, Lincoln Park",928.000000000000000,62.284482758620683,711.000000000000000,66.244725738396625,217.000000000000000,578.000000000000000,471.000000000000000,107.000000000000000,22.717622080679405,-5.978201186031198,0.103723716415031,4503507.350775193400000
